Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR
541,Ollie Watkins,eng ENG,FW,Aston Villa,29-121,1995,34,27,"2,263",25.1,15,7,22,13,2,2,2,0,14.5,13,2.9,15.9,50,28,143
542,Adam Webster,eng ENG,DF,Brighton,30-116,1995,11,8,617,6.9,0,0,0,0,0,0,0,0,0,0,0.5,0.5,7,40,2
543,Danny Welbeck,eng ENG,FW,Brighton,34-155,1990,27,21,"1,852",20.6,9,4,13,9,0,0,4,0,8.1,8.1,1.1,9.2,19,40,80
544,Welington,br BRA,"DF,MF",Southampton,24-070,2001,7,3,215,2.4,0,0,0,0,0,0,1,0,0,0,0,0.1,3,6,10
545,Timo Werner,de GER,"FW,MF",Tottenham,29-055,1996,18,4,516,5.7,0,3,3,0,0,0,0,0,1,1,2.5,3.5,42,30,89
546,Adam Wharton,eng ENG,MF,Crystal Palace,20-332,2004,19,15,"1,258",14,0,2,2,0,0,0,2,0,0.3,0.3,3,3.3,14,105,10
547,Ben White,eng ENG,DF,Arsenal,27-204,1997,13,9,856,9.5,0,1,1,0,0,0,2,0,0.4,0.4,0.8,1.2,10,42,27
548,Mats Wieffer,nl NED,"MF,DF",Brighton,25-165,1999,21,6,692,7.7,1,2,3,1,0,0,4,0,0.7,0.7,1.3,2.1,12,49,17
549,Neco Williams,wls WAL,DF,Nott'ham Forest,24-017,2001,30,23,"2,144",23.8,1,2,3,1,0,0,5,0,2.2,2.2,1.4,3.6,54,70,81
550,Willian,br BRA,"FW,MF",Fulham,36-264,1988,8,2,226,2.5,0,0,0,0,0,0,0,0,0.3,0.3,0.5,0.7,8,36,29
551,Joe Willock,eng ENG,"MF,FW",Newcastle Utd,25-253,1999,29,10,953,10.6,0,2,2,0,0,0,2,0,1.5,1.5,1.9,3.4,34,35,76
552,Callum Wilson,eng ENG,FW,Newcastle Utd,33-062,1992,14,1,268,3,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,5,3,11
553,Harry Wilson,wls WAL,"FW,MF",Fulham,28-039,1997,21,9,937,10.4,5,1,6,5,0,0,2,0,3.2,3.2,1.1,4.3,16,46,79
554,Harry Winks,eng ENG,MF,Leicester City,29-087,1996,22,17,"1,538",17.1,0,2,2,0,0,0,4,0,0.2,0.2,1.2,1.5,19,101,11
555,Ben Winterburn,eng ENG,"FW,MF",Bournemouth,20-238,2004,3,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
556,Yoane Wissa,cd COD,FW,Brentford,28-239,1996,30,29,"2,470",27.4,16,3,19,16,0,0,2,0,14.9,14.9,1.8,16.7,48,56,131
557,Chris Wood,nz NZL,FW,Nott'ham Forest,33-144,1991,31,30,"2,509",27.9,19,3,22,16,3,3,1,0,11.1,8.8,2.3,11,13,34,74
558,Nathan Wood-Gordon,eng ENG,DF,Southampton,22-334,2002,9,7,624,6.9,0,0,0,0,0,0,2,0,0.2,0.2,0,0.3,2,17,0
559,Luke Woolfenden,eng ENG,DF,Ipswich Town,26-191,1998,14,11,"1,097",12.2,0,0,0,0,0,0,2,0,0,0,0,0,7,15,0
560,Yehor Yarmoliuk,ua UKR,MF,Brentford,21-060,2004,26,10,"1,039",11.5,0,0,0,0,0,0,4,0,0.6,0.6,0.3,0.9,12,45,42
561,Ryan Yates,eng ENG,MF,Nott'ham Forest,27-160,1997,30,17,"1,775",19.7,2,1,3,2,0,0,9,0,2.3,2.3,1.1,3.4,17,45,12
562,Leny Yoro,fr FRA,DF,Manchester Utd,19-168,2005,19,11,"1,069",11.9,0,0,0,0,0,0,5,0,0.7,0.7,0,0.7,19,48,4
563,Ashley Young,eng ENG,"DF,FW",Everton,39-295,1985,28,17,"1,613",17.9,1,3,4,1,0,0,6,1,0.3,0.3,1.6,1.8,20,82,26
564,Illia Zabarnyi,ua UKR,DF,Bournemouth,22-241,2002,32,31,"2,752",30.6,0,0,0,0,0,0,3,1,1.1,1.1,0.6,1.6,24,125,4
565,Oleksandr Zinchenko,ua UKR,"DF,MF",Arsenal,28-136,1996,12,4,450,5,0,1,1,0,0,0,1,0,0.3,0.3,0.1,0.4,10,35,12
566,Joshua Zirkzee,nl NED,"FW,MF",Manchester Utd,23-343,2001,32,14,"1,402",15.6,3,1,4,3,0,0,2,0,4.8,4.8,1.5,6.3,14,44,69
567,Martin Ødegaard,no NOR,MF,Arsenal,26-134,1998,26,23,"2,040",22.7,2,6,8,1,1,1,4,0,4.4,3.7,4.6,8.2,79,231,142
